기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00_06_매출_금액,시간대_06_11_매출_금액,시간대_11_14_매출_금액,시간대_14_17_매출_금액,시간대_17_21_매출_금액,시간대_21_24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_00_06_매출_건수,시간대_06_11_매출_건수,시간대_11_14_매출_건수,시간대_14_17_매출_건수,시간대_17_21_매출_건수,시간대_21_24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,위도,경도,lat,lon,중분류_매핑,300m내_경쟁_업종_수
20242,A,골목상권,3110162,군자역 4번,354318,162958,191362,60088,52578,62542,60358,48784,69969,114772,70731,32098,32307,51680,52731,50616,49119,50436,49825,49095,51725,53502,LL,다이나믹,78,45,105,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,159,94,65,0,19,32,41,40,27,0,13,19,22,21,19,0,6,13,19,19,8,CS100010,커피-음료,6,6,0,0,0,0,0,47275474,5915,30498014,16777460,5762545,5880886,7644718,5445667,5764198,7843391,8934069,0,1862029,14352054,16443317,12993981,1624093,16797465,29823262,0,13258855,16196829,6750920,8271687,2142438,4074,1841,703,815,1059,706,791,806,1035,0,484,1874,2099,1316,142,2449,3338,0,1490,1879,870,1280,265,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,비알코올,26
20243,A,골목상권,3110162,군자역 4번,362091,167389,194700,59535,55244,63524,59873,50762,73151,117328,72488,33767,33861,52343,52302,50722,51107,51390,51120,50446,52957,54349,LL,다이나믹,79,45,107,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,159,94,65,0,19,32,41,40,27,0,13,19,22,21,19,0,6,13,19,19,8,CS100001,한식음식점,9,9,0,0,0,0,0,256537986,7371,173664381,82873605,28592158,25898777,42650480,40858495,35664471,38834396,44039209,0,165693,88099511,28200374,121134299,18938109,152606626,81006378,67527,27174837,56093314,40251742,45351051,64674533,5508,1863,989,962,1163,1264,1130,1023,840,0,9,2972,746,3186,458,3983,2863,3,1041,1908,1363,1362,1168,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,한식,44
20243,A,골목상권,3110162,군자역 4번,362091,167389,194700,59535,55244,63524,59873,50762,73151,117328,72488,33767,33861,52343,52302,50722,51107,51390,51120,50446,52957,54349,LL,다이나믹,79,45,107,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,159,94,65,0,19,32,41,40,27,0,13,19,22,21,19,0,6,13,19,19,8,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,중식,4
20243,A,골목상권,3110162,군자역 4번,362091,167389,194700,59535,55244,63524,59873,50762,73151,117328,72488,33767,33861,52343,52302,50722,51107,51390,51120,50446,52957,54349,LL,다이나믹,79,45,107,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,159,94,65,0,19,32,41,40,27,0,13,19,22,21,19,0,6,13,19,19,8,CS100010,커피-음료,6,6,0,0,0,0,0,43842968,4791,25681362,18161606,5750400,5060172,4706669,4076567,6087554,7783226,10378380,0,1564299,11973059,16021047,13331394,953169,15977223,27069303,510161,17345322,12341125,6255961,4076556,2517399,3183,1608,608,639,611,588,737,661,947,0,450,1328,1700,1243,70,1985,2640,30,1629,1291,740,701,235,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,비알코올,26
20244,A,골목상권,3110162,군자역 4번,371032,170260,200773,62084,56558,68125,60571,51016,72681,119899,74586,34163,33914,54542,53927,51820,52164,53083,52268,51801,54376,55520,LL,다이나믹,80,45,109,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,181,107,74,0,21,36,49,45,30,0,14,22,26,24,21,0,7,14,23,21,9,CS100001,한식음식점,9,9,11,1,11,1,0,214287954,6977,145875416,68412538,21507059,32395126,33529272,29055563,29388396,35346207,33066331,0,155552,71165607,20824223,104194726,17947846,106653681,84626335,0,29003869,50780703,31326759,40841011,39327673,5069,1908,792,1166,961,1035,1115,988,920,0,12,2901,723,2864,477,3515,2882,0,1181,1905,1179,1186,945,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,한식,44
20244,A,골목상권,3110162,군자역 4번,371032,170260,200773,62084,56558,68125,60571,51016,72681,119899,74586,34163,33914,54542,53927,51820,52164,53083,52268,51801,54376,55520,LL,다이나믹,80,45,109,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,181,107,74,0,21,36,49,45,30,0,14,22,26,24,21,0,7,14,23,21,9,CS100002,중식음식점,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,중식,4
20244,A,골목상권,3110162,군자역 4번,371032,170260,200773,62084,56558,68125,60571,51016,72681,119899,74586,34163,33914,54542,53927,51820,52164,53083,52268,51801,54376,55520,LL,다이나믹,80,45,109,52,3566,1667,1899,443,548,654,540,525,856,219,239,328,252,245,384,224,309,326,288,280,472,1689,0,1689,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252,181,107,74,0,21,36,49,45,30,0,14,22,26,24,21,0,7,14,23,21,9,CS100010,커피-음료,6,6,0,0,0,0,0,43987644,4736,28022046,15965598,4411104,7751748,5094341,5400610,5364243,7298870,8666728,0,2180410,12722957,16014547,12254559,815171,13827211,29569208,227663,15042638,14877539,5838634,4958262,2451685,3415,1321,474,919,623,686,713,612,709,0,685,1353,1546,1092,60,1758,2852,24,1321,1519,943,617,185,207315,450952,11215,광진구,11215750,중곡2동,70945,37.55806645,127.0827892,37.55806645,127.0827892,비알코올,26
20191,A,골목상권,3110163,성자초등학교,752132,358550,393581,124577,98353,136477,115819,101310,175595,248720,157965,72591,67857,101228,103772,107219,109079,108602,108826,107516,104780,106113,LL,다이나믹,87,45,93,48,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,12,13,0,0,8,1,1,436480032,20561,306674750,129805282,47770862,57089548,64610896,62210312,74993132,63971903,65833379,16594170,24485194,93016918,47638529,193481553,61263668,241814087,166785733,6394905,36193629,81847225,103897575,100897587,79368899,15388,5173,2588,2869,3114,3277,3540,2615,2558,485,721,6108,2908,8317,2022,10454,9223,604,2478,4303,5158,4149,2983,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20191,A,골목상권,3110163,성자초등학교,752132,358550,393581,124577,98353,136477,115819,101310,175595,248720,157965,72591,67857,101228,103772,107219,109079,108602,108826,107516,104780,106113,LL,다이나믹,87,45,93,48,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
20191,A,골목상권,3110163,성자초등학교,752132,358550,393581,124577,98353,136477,115819,101310,175595,248720,157965,72591,67857,101228,103772,107219,109079,108602,108826,107516,104780,106113,LL,다이나믹,87,45,93,48,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100010,커피-음료,4,5,0,0,0,0,1,10253159,2048,6741539,3511620,1386759,1381744,1329082,1111748,1532206,1892480,1619140,0,2010341,2860452,2863797,2016193,502376,5170032,5083127,0,2152095,2765195,3406595,967353,961921,1381,667,259,293,260,268,301,374,293,0,392,494,560,493,109,1039,1009,0,465,457,729,202,195,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,비알코올,14
20192,A,골목상권,3110163,성자초등학교,725552,338599,386953,137245,92616,130725,109584,92485,162897,241018,151894,69630,66307,96405,100299,106386,103930,103956,105913,103159,100214,101995,LL,다이나믹,89,45,93,49,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,13,13,8,1,8,1,0,471782056,22892,343849357,127932699,51157752,72938452,82710869,67671416,69370868,60201845,67730854,25408385,20277323,103747430,43868124,189562838,88917956,237111854,197751587,10824247,38345909,79496300,107022582,113072315,86102091,17621,5271,2816,3529,3520,3629,4127,2766,2505,741,915,5957,2917,9836,2526,11325,10390,976,2935,3933,6175,4838,2858,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20192,A,골목상권,3110163,성자초등학교,725552,338599,386953,137245,92616,130725,109584,92485,162897,241018,151894,69630,66307,96405,100299,106386,103930,103956,105913,103159,100214,101995,LL,다이나믹,89,45,93,49,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
20192,A,골목상권,3110163,성자초등학교,725552,338599,386953,137245,92616,130725,109584,92485,162897,241018,151894,69630,66307,96405,100299,106386,103930,103956,105913,103159,100214,101995,LL,다이나믹,89,45,93,49,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100010,커피-음료,6,7,29,2,0,0,1,13242339,2692,8373218,4869121,1837310,1747868,1893315,1810561,1084164,2552841,2316280,0,1801366,2683242,4411884,4051610,294237,6442084,6800255,23917,2578213,4030847,4051284,1553415,1004663,1730,962,351,318,376,426,259,552,410,0,435,577,795,818,67,1354,1338,8,639,825,798,253,169,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,비알코올,14
20193,A,골목상권,3110163,성자초등학교,662865,306741,356125,108093,86926,119897,101282,92730,153937,208544,137640,66048,63723,94662,92250,95291,94449,94671,97071,94476,91217,95692,LL,다이나믹,90,45,92,48,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,14,14,14,2,7,1,0,465821007,22156,343036441,122784566,78560404,64334345,71364693,61123932,67653067,60137369,62647197,17746762,26248967,105119978,54842173,191087638,70775489,238844762,174665169,8751145,42040983,81293211,110419279,104546959,66458358,17199,4957,3748,3270,3578,3133,3470,2631,2326,581,770,6167,3107,9197,2334,11425,9228,727,3108,4125,5687,4042,2964,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20193,A,골목상권,3110163,성자초등학교,662865,306741,356125,108093,86926,119897,101282,92730,153937,208544,137640,66048,63723,94662,92250,95291,94449,94671,97071,94476,91217,95692,LL,다이나믹,90,45,92,48,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
20193,A,골목상권,3110163,성자초등학교,662865,306741,356125,108093,86926,119897,101282,92730,153937,208544,137640,66048,63723,94662,92250,95291,94449,94671,97071,94476,91217,95692,LL,다이나믹,90,45,92,48,,,,,,,,,,,,,,,,,,,,,,,,,2819997,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100010,커피-음료,7,9,44,4,22,2,2,13437105,2490,9209957,4227148,1569822,2101454,1874927,2118173,1545581,2677389,1549759,0,2239378,4868286,4016503,1762915,550023,6001653,7435452,117411,3428446,4228816,3328667,1160287,1173478,1804,686,367,418,326,359,334,401,285,0,510,761,751,384,84,1101,1389,16,673,845,496,189,271,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,비알코올,14
20194,A,골목상권,3110163,성자초등학교,666544,305009,361534,116391,87223,121964,97219,91647,152102,204702,141297,69152,65656,94443,91296,97235,97081,97158,97604,95303,90484,91678,LL,다이나믹,89,45,92,48,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,16,16,13,2,0,0,0,552037076,23105,370796241,181240835,74641431,93152897,70413224,63235041,69353648,95580803,85660032,12293313,33703561,115415378,65023928,255192251,70408645,292245226,213853946,11053114,44220375,75012101,148972593,121656086,105184902,16832,6273,3258,3877,3328,3121,3248,3398,2875,423,1196,5912,3229,9827,2518,12015,9799,938,2979,3662,6240,4494,3503,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20194,A,골목상권,3110163,성자초등학교,666544,305009,361534,116391,87223,121964,97219,91647,152102,204702,141297,69152,65656,94443,91296,97235,97081,97158,97604,95303,90484,91678,LL,다이나믹,89,45,92,48,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
20194,A,골목상권,3110163,성자초등학교,666544,305009,361534,116391,87223,121964,97219,91647,152102,204702,141297,69152,65656,94443,91296,97235,97081,97158,97604,95303,90484,91678,LL,다이나믹,89,45,92,48,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100010,커피-음료,6,8,0,0,13,1,2,11134199,2173,7703662,3430537,980511,2215973,1234625,1339949,1932604,1854028,1576509,0,3003391,2954910,3119582,1622483,433833,4379738,6754461,23531,1266364,5059337,2654174,1415722,715071,1579,594,217,444,233,284,401,335,259,0,643,626,535,318,51,857,1316,8,339,1036,416,238,136,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,비알코올,14
20201,A,골목상권,3110163,성자초등학교,693371,316680,376691,114303,91351,129011,101858,95976,160871,214094,144060,70315,67762,100682,96458,99499,99103,99365,99625,98742,98018,99019,LL,다이나믹,92,45,92,48,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,16,17,6,1,0,0,1,637082833,23510,448662851,188419982,81172278,91460830,82273823,100986883,92769037,89080219,99339763,9834496,14512170,109033728,64932829,307018542,131751068,341694175,233505513,7547814,56202742,77842260,132160875,148395099,153050896,17643,5867,3198,3547,3373,3821,3704,3081,2786,257,495,6429,3043,10208,3078,12482,9809,699,3359,3611,5376,5490,3761,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20201,A,골목상권,3110163,성자초등학교,693371,316680,376691,114303,91351,129011,101858,95976,160871,214094,144060,70315,67762,100682,96458,99499,99103,99365,99625,98742,98018,99019,LL,다이나믹,92,45,92,48,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
20201,A,골목상권,3110163,성자초등학교,693371,316680,376691,114303,91351,129011,101858,95976,160871,214094,144060,70315,67762,100682,96458,99499,99103,99365,99625,98742,98018,99019,LL,다이나믹,92,45,92,48,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100010,커피-음료,6,8,13,1,13,1,2,16435759,2807,11755691,4680068,2401191,2073667,2320008,2302888,2657937,2539935,2140133,0,2037556,5060493,5483303,3504164,350243,7227441,8391316,0,2419427,3116704,5520144,2985066,1577416,2021,786,404,399,451,408,359,468,318,0,439,811,988,519,50,1258,1497,0,510,692,875,427,252,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,비알코올,14
20202,A,골목상권,3110163,성자초등학교,637968,291257,346712,105693,87308,116904,94027,88151,145886,187440,131428,68035,67548,97237,86281,91129,90693,92471,90467,90167,90676,92368,LL,다이나믹,91,44,92,49,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,14,15,0,0,13,2,1,673870145,26124,493877152,179992993,89360308,90266356,98555720,102109956,113584812,111108240,68884753,3526563,21923170,161637284,60875658,285385096,140522374,344329468,261856412,10594668,45492290,109486593,170475778,138972523,131164030,19607,6517,3843,4038,3716,3605,4405,3767,2750,97,784,7658,3403,10692,3490,14435,10106,902,3159,4915,6089,5681,3799,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20202,A,골목상권,3110163,성자초등학교,637968,291257,346712,105693,87308,116904,94027,88151,145886,187440,131428,68035,67548,97237,86281,91129,90693,92471,90467,90167,90676,92368,LL,다이나믹,91,44,92,49,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
20202,A,골목상권,3110163,성자초등학교,637968,291257,346712,105693,87308,116904,94027,88151,145886,187440,131428,68035,67548,97237,86281,91129,90693,92471,90467,90167,90676,92368,LL,다이나믹,91,44,92,49,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100010,커피-음료,6,8,0,0,0,0,2,18189028,2908,10827369,7361659,2391273,2281059,1841580,2540938,1772519,3785687,3575972,0,1541352,5392279,5706550,5316467,232380,8131349,9313394,154228,3966843,3534867,5463939,2598888,1725977,1958,950,423,420,353,478,284,469,481,0,357,955,978,576,42,1336,1489,38,642,659,845,396,243,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,비알코올,14
20203,A,골목상권,3110163,성자초등학교,688692,313836,374857,116384,92661,124289,102663,95094,157603,199799,141946,74565,74027,105794,92563,99027,98198,98461,98021,97623,98024,99339,LL,다이나믹,90,45,93,49,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100001,한식음식점,14,15,13,2,0,0,1,631115631,26477,443765129,187350502,86549504,92014386,89879908,89198241,86123090,108844695,78505807,3265762,35158094,135846919,81303155,300986347,74555354,349557650,224776755,9418201,56913607,91838267,140352759,138632734,137178833,19938,6539,3527,4057,3899,4245,4210,4101,2438,47,1113,7962,3586,11180,2589,14760,10199,877,3749,4031,6649,5764,3891,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,한식,39
20203,A,골목상권,3110163,성자초등학교,688692,313836,374857,116384,92661,124289,102663,95094,157603,199799,141946,74565,74027,105794,92563,99027,98198,98461,98021,97623,98024,99339,LL,다이나믹,90,45,93,49,2939,1401,1538,453,439,541,463,452,591,231,201,267,228,215,259,222,238,274,235,237,332,1253,0,1253,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328,540,334,206,0,78,123,140,136,63,0,51,78,84,75,46,0,27,45,56,61,17,CS100002,중식음식점,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207457,447914,11215,광진구,11215830,자양2동,66483,37.530692983,127.08436547,37.530692983,127.08436547,중식,2
