bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220802677365,명동찌개마을,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,252,43,서울특별시 광진구 구의동 252-43,1.12154E+11,서울특별시 광진구 자양로18길,5,,1.12151E+24,,서울특별시 광진구 자양로18길 5,143826,5043,,1,,127.08384143,37.537577001
MA010120220802680693,진미가이호점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,130,36,서울특별시 광진구 군자동 130-36,1.12153E+11,서울특별시 광진구 군자로,113,,1.12151E+24,,서울특별시 광진구 군자로 113,143839,5000,,1,,127.0722815,37.553045785
MA010120220802662672,해초섬롯데건대스타시티,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,342,서울특별시 광진구 자양동 227-342,1.12153E+11,서울특별시 광진구 능동로,92,,1.12151E+24,롯데백화점,서울특별시 광진구 능동로 92,143854,5065,,10,,127.07121566,37.53899986
MA010120220802804674,콩예원,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,102,,서울특별시 광진구 광장동 102,1.12154E+11,서울특별시 광진구 아차산로78길,75,,1.12151E+24,현대골든텔,서울특별시 광진구 아차산로78길 75,143802,4969,,,,127.11098338,37.551592174
MA010120220802781747,마장한우소머리국밥,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,133,서울특별시 광진구 자양동 227-133,1.12153E+11,서울특별시 광진구 자양번영로,81,,1.12151E+24,,서울특별시 광진구 자양번영로 81,143854,5066,,1,,127.07657673,37.536879155
MA010120220802782669,뉴욕쟁이한우국밥,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,358,9,서울특별시 광진구 군자동 358-9,1.12153E+11,서울특별시 광진구 광나루로,361,,1.12151E+24,광진동양파라곤2단지,서울특별시 광진구 광나루로 361,143840,5003,,1,,127.06975355,37.548470235
MA010120220802860697,이윤선쿠킹스튜디오,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,625,4,서울특별시 광진구 중곡동 625-4,1.12154E+11,서울특별시 광진구 면목로7길,46,,1.12151E+24,행운빌딩,서울특별시 광진구 면목로7길 46,143912,4917,,1,,127.07528785,37.560350994
MA010120220802884406,화양리,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,360,24,서울특별시 광진구 군자동 360-24,1.12153E+11,서울특별시 광진구 군자로,65,,1.12151E+24,,서울특별시 광진구 군자로 65,143840,5003,,1,,127.0705124,37.549172563
MA010120220802886634,명태어장갑오징어,자양점,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,799,5,서울특별시 광진구 자양동 799-5,1.12154E+11,서울특별시 광진구 자양번영로10길,3,,1.12151E+24,,서울특별시 광진구 자양번영로10길 3,143191,5053,,1,,127.07682504,37.536284333
MA010120220802918128,77년곱도리전골식당,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,47,2,서울특별시 광진구 화양동 47-2,1.12154E+11,서울특별시 광진구 동일로24길,70,,1.12151E+24,,서울특별시 광진구 동일로24길 70,143917,5018,,1,,127.0687978,37.542830542
MA010120220802935020,저스틴에프엔티,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,11,39,서울특별시 광진구 화양동 11-39,1.12154E+11,서울특별시 광진구 아차산로33길,51,4,1.12151E+24,,서울특별시 광진구 아차산로33길 51-4,143914,5016,,1,,127.07067605,37.542712303
MA010120220802926711,핫오리건대,2호점,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56121,중식 음식점업,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,9,31,서울특별시 광진구 자양동 9-31,1.12154E+11,서울특별시 광진구 동일로20길,72,,1.12151E+24,,서울특별시 광진구 동일로20길 72,143841,5072,,1,,127.06751678,37.540191352
MA010120220802900204,더푸드,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,46,9,서울특별시 광진구 화양동 46-9,1.12154E+11,서울특별시 광진구 아차산로25길,24,,1.12151E+24,,서울특별시 광진구 아차산로25길 24,143917,5019,,1,,127.06705484,37.542399065
MA010120220802999682,토종명품순대국,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,34,12,서울특별시 광진구 화양동 34-12,1.12154E+11,서울특별시 광진구 동일로24길,63,,1.12151E+24,,서울특별시 광진구 동일로24길 63,143916,5016,,1,,127.0686283,37.54308292
MA010120220803007006,찬미식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,79,23,서울특별시 광진구 중곡동 79-23,1.12154E+11,서울특별시 광진구 용마산로6길,13,,1.12151E+24,,서울특별시 광진구 용마산로6길 13,143888,4949,,1,,127.08879823,37.557485446
MA010120220802998144,세종감자탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,49,20,서울특별시 광진구 군자동 49-20,1.12153E+11,서울특별시 광진구 군자로,145,,1.12151E+24,,서울특별시 광진구 군자로 145,143837,4996,,1,,127.07532729,37.554557557
MA010120220802961486,소해피,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,581,4,서울특별시 광진구 자양동 581-4,1.12153E+11,서울특별시 광진구 자양번영로,31,,1.12151E+24,,서울특별시 광진구 자양번영로 31,143864,5092,,1,,127.07519192,37.532465142
MA010120220802983120,본도시락군자점,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,162,3,서울특별시 광진구 중곡동 162-3,1.12153E+11,서울특별시 광진구 능동로,339,,1.12151E+24,,서울특별시 광진구 능동로 339,143899,4915,,1,,127.08074269,37.559914911
MA010120220802968720,이모네보쌈,,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,653,,서울특별시 광진구 자양동 653,1.12154E+11,서울특별시 광진구 자양로9길,73,,1.12151E+24,,서울특별시 광진구 자양로9길 73,143867,5060,,1,,127.08127834,37.532064669
MA010120220803043605,명인된장국밥홍된장,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56121,중식 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,636,6,서울특별시 광진구 구의동 636-6,1.12154E+11,서울특별시 광진구 광나루로30나길,23,,1.12151E+24,,서울특별시 광진구 광나루로30나길 23,143835,5023,,1,,127.08307855,37.543443048
MA010120220803034530,미가담,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,254,114,서울특별시 광진구 구의동 254-114,1.12153E+11,서울특별시 광진구 자양로,165,,1.12151E+24,,서울특별시 광진구 자양로 165,143827,5024,,1,,127.08385813,37.542379318
MA010120220803040975,굴다리전주콩나물국밥,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,251,137,서울특별시 광진구 구의동 251-137,1.12153E+11,서울특별시 광진구 자양로,160,,1.12151E+24,,서울특별시 광진구 자양로 160,143826,5039,,1,,127.08424228,37.541874484
MA010120220803041942,이모네돌솥밥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,150,211,서울특별시 광진구 중곡동 150-211,1.12153E+11,서울특별시 광진구 긴고랑로,96,,1.12151E+24,,서울특별시 광진구 긴고랑로 96,143896,4922,,1,,127.08592657,37.560118482
MA010120220803070968,손가네부대찌개,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,52,7,서울특별시 광진구 구의동 52-7,1.12154E+11,서울특별시 광진구 자양로43길,28,,1.12151E+24,,서울특별시 광진구 자양로43길 28,143817,4954,,1,,127.09071546,37.551906814
MA010120220803060095,만나정,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,315,3,서울특별시 광진구 능동 315-3,1.12153E+11,서울특별시 광진구 능동로,254,,1.12151E+24,화인로즈,서울특별시 광진구 능동로 254,143847,4990,,1,,127.07741896,37.552619059
MA010120220803013342,진미생고기,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,612,28,서울특별시 광진구 자양동 612-28,1.12154E+11,서울특별시 광진구 자양로15길,96,,1.12151E+24,,서울특별시 광진구 자양로15길 96,143866,5054,,1,,127.07837354,37.534778645
MA010120220803025332,푸드닥터에프앤비,,I2,음식,I201,한식,I20101,백반/한정식,M71531,경영 컨설팅업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,111,136,서울특별시 광진구 화양동 111-136,1.12154E+11,서울특별시 광진구 능동로17길,18,,1.12151E+24,,서울특별시 광진구 능동로17길 18,143915,5009,,2,,127.07255814,37.546567437
MA010120220803031572,곱창임가네,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,617,27,서울특별시 광진구 자양동 617-27,1.12154E+11,서울특별시 광진구 자양로13길,90,,1.12151E+24,,서울특별시 광진구 자양로13길 90,143866,5062,,1,,127.08005732,37.532876404
MA010120220803077541,장터참숯무한리필,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,163,2,서울특별시 광진구 중곡동 163-2,1.12153E+11,서울특별시 광진구 긴고랑로,52,,1.12151E+24,,서울특별시 광진구 긴고랑로 52,143899,4914,,1,,127.081911,37.562247688
MA010120220803073266,강원식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,628,18,서울특별시 광진구 자양동 628-18,1.12154E+11,서울특별시 광진구 자양로11길,11,,1.12151E+24,,서울특별시 광진구 자양로11길 11,143867,5056,,1,,127.083544,37.53465797
MA010120220803130355,주돈,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,45,35,서울특별시 광진구 군자동 45-35,1.12153E+11,서울특별시 광진구 군자로,168,,1.12151E+24,,서울특별시 광진구 군자로 168,143837,4997,,1,,127.07745616,37.555754507
MA010120220803128430,무쇠집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,593,18,서울특별시 광진구 구의동 593-18,1.12153E+11,서울특별시 광진구 뚝섬로,743,,1.12151E+24,,서울특별시 광진구 뚝섬로 743,143831,5049,,1,,127.09132814,37.534643197
MA010120220803119685,6까사,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,648,18,서울특별시 광진구 중곡동 648-18,1.12154E+11,서울특별시 광진구 능동로39길,3,,1.12151E+24,우주문고,서울특별시 광진구 능동로39길 3,143912,4919,,1,,127.07980165,37.558374846
MA010120220803111430,전주가,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,71,1,서울특별시 광진구 구의동 71-1,1.12154E+11,서울특별시 광진구 자양로42길,2,,1.12151E+24,스위트빌,서울특별시 광진구 자양로42길 2,143819,4975,,1,,127.09039547,37.549321195
MA010120220803136076,건대하남돼지집,1호점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,49,15,서울특별시 광진구 화양동 49-15,1.12154E+11,서울특별시 광진구 동일로22길,30,,1.12151E+24,,서울특별시 광진구 동일로22길 30,143917,5020,,1,,127.0659343,37.542039296
MA010120220803155019,주문진횟집,,I2,음식,I201,한식,I20111,횟집,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,553,323,서울특별시 광진구 자양동 553-323,1.12153E+11,서울특별시 광진구 뚝섬로,499,,1.12151E+24,,서울특별시 광진구 뚝섬로 499,143862,5077,,1,,127.06582727,37.536128796
MA010120220803145152,계탄집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,553,264,서울특별시 광진구 자양동 553-264,1.12153E+11,서울특별시 광진구 능동로,31,,1.12151E+24,,서울특별시 광진구 능동로 31,143862,5085,,1,,127.06773773,37.534280664
MA010120220803163144,건대장터국밥,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,12,42,서울특별시 광진구 화양동 12-42,1.12154E+11,서울특별시 광진구 군자로3길,27,,1.12151E+24,,서울특별시 광진구 군자로3길 27,143914,5011,,1,,127.07004376,37.544181308
